Abbrev,Stat Name,Description,Unit,Pctile Dir,Available In,Data Source
dPoss,dPoss,No description available,-,-,"Team Game, Team Agg, Team Agg PBP, Lineup, Team Game PBP","box_score, pbp"
DRBFG CHNC,DRB Chances off FGs,Total number of defensive rebound opportunities (defensive rebounds plus opponent offensive rebounds) off missed field goals.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DRBFT CHNC,DRB Chances off FTs,Total number of defensive rebound opportunities (defensive rebounds plus opponent offensive rebounds) off missed free throws.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DRB DIFF,Defensive Rebound Differential,How many more or fewer defensive rebounds the team had compared to their opponent.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
DRBFG,DRB off FGs,Total number of defensive rebounds (defensive rebounds plus opponent offensive rebounds) off missed field goals.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DRBFG/100,DRB off FGs / 100 Poss,The number of defensive rebounds per 100 possessions (defensive rebounds plus opponent offensive rebounds) off missed field goals.,Number,Highest # = 100th,Team Agg PBP,pbp
DRBFG/40,DRB off FGs / 40 Mins,The number of defensive rebounds per 40 minutes (defensive rebounds plus opponent offensive rebounds) off missed field goals.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DRBFG/G,DRB off FGs / Game,The number of defensive rebounds per game (defensive rebounds plus opponent offensive rebounds) off missed field goals.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DRBFT,DRB off FTs,Total number of defensive rebounds (defensive rebounds plus opponent offensive rebounds) off missed free throws.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DRBFT/100,DRB off FTs / 100 Poss,The number of defensive rebounds per 100 possessions (defensive rebounds plus opponent offensive rebounds) off missed free throws.,Number,Highest # = 100th,Team Agg PBP,pbp
DRBFT/40,DRB off FTs / 40 Mins,The number of defensive rebounds per 40 minutes (defensive rebounds plus opponent offensive rebounds) off missed free throws.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DRBFT/G,DRB off FTs / Game,The number of defensive rebounds per game (defensive rebounds plus opponent offensive rebounds) off missed free throws.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DRBFG%,Defensive Rebound Percentage on missed FGs,The percentage of opponent's missed field goals a player grabbed while he was on the floor.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DRBFT%,Defensive Rebound Percentage on missed FTs,The percentage of opponent's missed free throws a player grabbed while he was on the floor.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DRB/100,Defensive Rebounds / 100 Poss,An estimate of the number of defensive rebounds per 100 possessions played.,Number,Highest # = 100th,"Team Agg, Lineup, On/Off",box_score
DRB/40,Defensive Rebounds / 40 Mins,The number of defensive rebounds per 40 minutes played.,Number,Highest # = 100th,"Player Agg, Team Agg, Lineup, On/Off",box_score
DRB/G,Defensive Rebounds / Game,The number of defensive rebounds per game.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
TOV DRIBBLING,Dribbing Turnover,The total number of turnovers tagged by the scorer as a dribbling turnover by the team.,Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
dSecsFirstChnc,dSecsFirstChnc,No description available,-,-,"Team Agg PBP, Team Game PBP",pbp
dSecsPbkChnc,dSecsPbkChnc,No description available,-,-,"Team Agg PBP, Team Game PBP",pbp
dSecsPoss,dSecsPoss,No description available,-,-,"Team Agg PBP, Team Game PBP",pbp
DUNK ASTD%,At Rim Assisted Pct,The percentage of a player's dunks that were assisted.,Percentage,Highest % = 100th,"Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DUNK FGA,Dunk Attempts,The total number of dunk attempts by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DUNK FGA/100,Dunks Attempted / 100 Poss,"The number of dunks attempted by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
DUNK FGA/40,Dunks Attempted / 40 Mins,"The number of dunks attempted by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DUNK FGA/G,Dunks Attempted / Game,"The number of dunks attempted by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DUNK FGM,Dunks Made,The total number of dunks made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
eFG%,Effective Field Goal Percentage,The player's field goal percentage taking into account the additional point from 3s.,Percentage,Highest % = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
eFG%**Adj,Adjusted Effective Field Goal Percentage,"The team's effective field goal percentage, taking into account an adjustment based on the average eFG% allowed by the team's opponents throughout the season.",Percentage,Highest % = 100th,Team Agg,kenpom
EFF,Player Efficiency,(PTS + AST + BLK + STL + Fouls Drawn + REB) - (TOV + BLKD + PF + TF + (2PA - 2PM) + (3PA - 3PM) + (FTA - FTM)).,Number,Highest # = 100th,"Team Game, Team Agg",box_score
efgPctS01,efgPctS01,No description available,-,-,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
efgPctS12,efgPctS12,No description available,-,-,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
efgPctS23,efgPctS23,No description available,-,-,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
BC/Poss CHLG Fail,Failed Backcourt / Poss Challenges,Total number of unsuccessful coach challenges on backcourt violations or whether team control was established before a foul or violation (women's basketball only).,Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
CHLG Fail,Failed Coach Challenges,Total number of unsuccessful coach challenges.,Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
Foul CHLG Fail,Failed Foul Challenges,Total number of unsuccessful coach challenges on foul-related plays. Men: restricted-area block/charge positioning. Women: correct player charged with the foul.,Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
GOI CHLG Fail,Failed Goaltending / Basket Interference Challenges,"Total number of unsuccessful coach challenges on goaltending or basket interference calls, whether the ball was illegally touched on or above the rim (men's basketball only).",Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
OOB CHLG Fail,Failed Out of Bounds Challenges,Total number of unsuccessful coach challenges on out-of-bounds calls (which team last touched the ball before it went out).,Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
FLP2 FG%,Far Left Paint 2s FG%,Field goal percentage on far left paint 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FLP2 FGA,Far Left Paint 2s FGA,Field goal attempts on far left paint 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FLP2 FGA/100,Far Left Paint 2s FGA / 100 Poss,Field goal attempts on far left paint 2-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
FLP2 FGA/40,Far Left Paint 2s FGA / 40 Mins,Field goal attempts on far left paint 2-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
FLP2 FGA/G,Far Left Paint 2s FGA / Game,Field goal attempts on far left paint 2-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
FLP2 FGA%,Far Left Paint 2s FGA%,Percentage of shots taken as far left paint 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FLP2 FGM,Far Left Paint 2s FGM,Field goals made on far left paint 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FRP2 FG%,Far Right Paint 2s FG%,Field goal percentage on far right paint 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FRP2 FGA,Far Right Paint 2s FGA,Field goal attempts on far right paint 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FRP2 FGA/100,Far Right Paint 2s FGA / 100 Poss,Field goal attempts on far right paint 2-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
FRP2 FGA/40,Far Right Paint 2s FGA / 40 Mins,Field goal attempts on far right paint 2-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
FRP2 FGA/G,Far Right Paint 2s FGA / Game,Field goal attempts on far right paint 2-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
FRP2 FGA%,Far Right Paint 2s FGA%,Percentage of shots taken as far right paint 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FRP2 FGM,Far Right Paint 2s FGM,Field goals made on far right paint 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FBP,Fast Break Points,The total number of fast break points scored.,Integer,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game",box_score
FBPTS PTS/100,Fast Break Points / 100 Poss,An estimate of the number of fast break points per 100 possessions played.,Number,Highest # = 100th,Team Agg,box_score
FBPTS PTS/40,Fast Break Points / 40 Mins,The number of fast break points per 40 minutes played.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
FBPTS PTS/G,Fast Break Points / Game,The number of fast break points per game.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
FBP DIFF,Fast Break Points Differential,How many more or fewer fast break points the team scored compared to their opponent.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
FFL/100,Floor Fouls Committed / 100 Poss,The number of defensive floor fouls committed per 100 possessions.,Number,Lowest # = 100th,Team Agg PBP,pbp
FFL/40,Floor Fouls Committed / 40 Mins,The number of defensive floor fouls committed per 40 minutes.,Number,Lowest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
FFL/G,Floor Fouls Committed / Game,The number of defensive floor fouls committed per game.,Number,Lowest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
FFL%,Floor Fouls Committed Pct,The percentage of possessions where a defensive floor foul was committed.,Percentage,Lowest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FFL,Flour Fouls Committed,The total number of defensive floor fouls committed.,Integer,Lowest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FFLD,Floor Fouls Drawn,The total number of floor fouls drawn.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FFLD/100,Floor Fouls Drawn / 100 Poss,The number of floor fouls drawn per 100 possessions.,Number,Highest # = 100th,Team Agg PBP,pbp
FFLD/40,Floor Fouls Drawn / 40 Mins,The number of floor fouls drawn per 40 minutes.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
FFLD/G,Floor Fouls Drawn / Game,The number of floor fouls drawn per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
FGA,Field Goal Attempts,The total number of field goal attempts.,Integer,Highest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
FG% 0-10s,FG% (0 - 10 on Shot Clock),Percentage of the player's field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FG% 20-30s,FG% (10 - 20 on Shot Clock),Percentage of the player's field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FG% 10-20s,FG% (20 - 30 on Shot Clock),Percentage of the player's field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FG% Center,FG% from Center of Court,Field goal percentage on shots taken from the center of the court. This includes all shots where the shooter is positioned within 1 foot in either direction of the imaginary centerline of the court connecting the two rims.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FG% Left,FG% from Left Side of Court,Field goal percentage on shots taken from the left side of the court. This includes all shots where the shooter is positioned more than 1 foot to the left of the court's imaginary centerline.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FG% Right,FG% from Right Side of Court,Field goal percentage on shots taken from the right side of the court. This includes all shots where the shooter is positioned more than 1 foot to the right of the court's imaginary centerline.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FG% in HC,FG% in Half Court Offense,An estimate of overall field goal percentage (makes / attempts) on shots in the context of half court offense (as opposed to transition or putback).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FG% in TR,FG% in Transition Offense,An estimate of overall field goal percentage (makes / attempts) on shots in the context of transition offense (as opposed to half court or putback).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DUNK FG%,FG% on Dunks,Field goal percentage on dunks.,Percentage,Highest % = 100th,"Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
LAYUP FG%,FG% on Layups,Field goal percentage on layups attempted.,Percentage,Highest % = 100th,"Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
LAY+DUNK FG%,FG% on Layups + Dunks,Field goal percentage on layups and dunks attempted.,Percentage,Highest % = 100th,"Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FG% on PB,FG% on Putbacks,An estimate of overall field goal percentage (makes / attempts) on shots in the context of putback attempts (as opposed to transition or half court).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FGA DIFF,FG Attempt Differential,How many more or fewer field goal attempts the team took compared to their opponent.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
FGA Center,FGA from Center of Court,Total field goal attempts taken from the center of the court. This includes all shots where the shooter is positioned within 1 foot in either direction of the imaginary centerline of the court connecting the two rims.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FGA Left,FGA from Left Side of Court,Total field goal attempts taken from the left side of the court. This includes all shots where the shooter is positioned more than 1 foot to the left of the court's imaginary centerline.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FGA Right,FGA from Right Side of Court,Total field goal attempts taken from the right side of the court. This includes all shots where the shooter is positioned more than 1 foot to the right of the court's imaginary centerline.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
